sales_id,buyer_id,supplier_id,organization_id,product_id,project_id,quantity,total_amount_usd,sale_date,payment_mode,status
SALE02200,BUY010,SUP003,ORG004,PRD009,PRJ005,23,70045.58,2022-09-03,PayPal,Completed
SALE02201,BUY009,SUP009,ORG007,PRD005,PRJ009,86,74346.14,2022-10-03,PayPal,Completed
SALE02202,BUY001,SUP004,ORG002,PRD007,PRJ008,61,23461.21,2020-01-22,UPI,Cancelled
SALE02203,BUY004,SUP003,ORG006,PRD003,PRJ005,18,66361.86,2023-09-29,PayPal,Completed
SALE02204,BUY010,SUP004,ORG006,PRD008,PRJ009,54,234590.04,2021-09-05,Wire Transfer,Pending
SALE02205,BUY003,SUP002,ORG005,PRD002,PRJ005,52,247442.0,2023-12-15,UPI,Completed
SALE02206,BUY010,SUP002,ORG001,PRD005,PRJ009,29,25070.21,2022-02-02,PayPal,Cancelled
SALE02207,BUY006,SUP005,ORG008,PRD002,PRJ005,3,14275.5,2022-04-06,UPI,Cancelled
SALE02208,BUY005,SUP003,ORG003,PRD010,PRJ001,56,199895.36,2022-09-01,UPI,Cancelled
SALE02209,BUY010,SUP002,ORG001,PRD010,PRJ001,56,199895.36,2023-11-20,Wire Transfer,Cancelled
SALE02210,BUY003,SUP010,ORG008,PRD009,PRJ008,89,271045.94,2022-11-04,Wire Transfer,Pending
SALE02211,BUY009,SUP010,ORG005,PRD003,PRJ010,27,99542.79,2023-04-16,Wire Transfer,Completed
SALE02212,BUY002,SUP006,ORG003,PRD009,PRJ006,25,76136.5,2023-03-07,Credit Card,Cancelled
SALE02213,BUY005,SUP010,ORG009,PRD003,PRJ004,17,62675.09,2020-09-27,Credit Card,Cancelled
SALE02214,BUY006,SUP005,ORG006,PRD001,PRJ004,39,75474.75,2022-04-24,UPI,Completed
SALE02215,BUY003,SUP001,ORG002,PRD001,PRJ001,91,176107.75,2022-12-02,Bank Transfer,Pending
SALE02216,BUY002,SUP003,ORG001,PRD004,PRJ007,40,121337.2,2024-02-06,Credit Card,Completed
SALE02217,BUY005,SUP006,ORG010,PRD009,PRJ010,41,124863.86,2020-04-23,Wire Transfer,Completed
SALE02218,BUY009,SUP008,ORG001,PRD001,PRJ001,47,90956.75,2023-02-04,UPI,Cancelled
SALE02219,BUY001,SUP004,ORG006,PRD004,PRJ004,72,218406.96,2024-03-12,Credit Card,Completed
SALE02220,BUY005,SUP006,ORG001,PRD010,PRJ002,64,228451.84,2020-04-04,Wire Transfer,Cancelled
SALE02221,BUY003,SUP009,ORG007,PRD003,PRJ001,87,320748.99,2025-03-18,UPI,Pending
SALE02222,BUY009,SUP002,ORG008,PRD007,PRJ007,77,29614.97,2023-06-28,Bank Transfer,Cancelled
SALE02223,BUY008,SUP006,ORG006,PRD007,PRJ010,17,6538.37,2021-08-16,Bank Transfer,Pending
SALE02224,BUY003,SUP010,ORG004,PRD009,PRJ004,86,261909.56,2021-01-26,Bank Transfer,Completed
SALE02225,BUY007,SUP002,ORG002,PRD008,PRJ006,61,264999.86,2025-04-18,PayPal,Completed
SALE02226,BUY008,SUP009,ORG001,PRD006,PRJ001,93,80386.41,2020-05-16,Bank Transfer,Cancelled
SALE02227,BUY002,SUP002,ORG009,PRD001,PRJ003,54,104503.5,2022-05-28,Credit Card,Pending
SALE02228,BUY009,SUP005,ORG008,PRD003,PRJ008,43,158531.11,2024-10-15,UPI,Pending
SALE02229,BUY002,SUP008,ORG006,PRD008,PRJ002,43,186803.18,2024-09-19,PayPal,Cancelled
SALE02230,BUY003,SUP009,ORG010,PRD003,PRJ005,91,335496.07,2021-05-30,Wire Transfer,Pending
SALE02231,BUY003,SUP010,ORG005,PRD002,PRJ005,67,318819.5,2025-10-07,PayPal,Completed
SALE02232,BUY010,SUP005,ORG001,PRD010,PRJ005,45,160630.2,2023-01-20,UPI,Completed
SALE02233,BUY001,SUP004,ORG001,PRD007,PRJ010,30,11538.3,2022-09-01,Wire Transfer,Pending
SALE02234,BUY010,SUP006,ORG010,PRD008,PRJ007,100,434426.0,2024-11-04,UPI,Cancelled
SALE02235,BUY004,SUP009,ORG008,PRD007,PRJ009,32,12307.52,2023-02-23,Wire Transfer,Cancelled
SALE02236,BUY010,SUP003,ORG007,PRD008,PRJ008,19,82540.94,2020-05-10,Credit Card,Pending
SALE02237,BUY004,SUP009,ORG001,PRD005,PRJ004,79,68294.71,2021-05-16,Wire Transfer,Cancelled
SALE02238,BUY004,SUP002,ORG007,PRD007,PRJ007,24,9230.64,2024-08-06,UPI,Pending
SALE02239,BUY003,SUP008,ORG008,PRD006,PRJ004,7,6050.59,2023-08-23,Credit Card,Completed
SALE02240,BUY001,SUP008,ORG005,PRD001,PRJ004,23,44510.75,2023-06-26,UPI,Pending
SALE02241,BUY006,SUP008,ORG003,PRD006,PRJ010,95,82115.15,2024-07-26,UPI,Pending
SALE02242,BUY003,SUP001,ORG002,PRD005,PRJ008,49,42360.01,2023-05-01,UPI,Pending
SALE02243,BUY001,SUP005,ORG008,PRD007,PRJ006,96,36922.56,2025-12-13,UPI,Cancelled
SALE02244,BUY001,SUP007,ORG007,PRD002,PRJ001,26,123721.0,2020-01-27,Credit Card,Cancelled
SALE02245,BUY003,SUP006,ORG008,PRD005,PRJ002,14,12102.86,2025-01-26,PayPal,Completed
SALE02246,BUY004,SUP004,ORG001,PRD006,PRJ007,25,21609.25,2020-01-16,Credit Card,Cancelled
SALE02247,BUY008,SUP004,ORG005,PRD009,PRJ004,58,176636.68,2022-10-20,UPI,Cancelled
SALE02248,BUY006,SUP002,ORG005,PRD009,PRJ007,88,268000.48,2024-07-15,UPI,Cancelled
SALE02249,BUY005,SUP004,ORG009,PRD002,PRJ009,65,309302.5,2021-02-24,PayPal,Completed
SALE02250,BUY003,SUP006,ORG007,PRD009,PRJ008,93,283227.78,2025-09-24,PayPal,Cancelled
SALE02251,BUY003,SUP005,ORG006,PRD001,PRJ009,39,75474.75,2023-09-16,PayPal,Cancelled
SALE02252,BUY007,SUP002,ORG009,PRD004,PRJ006,4,12133.72,2022-12-19,Wire Transfer,Cancelled
SALE02253,BUY008,SUP001,ORG005,PRD002,PRJ008,83,394955.5,2025-07-27,UPI,Cancelled
SALE02254,BUY006,SUP002,ORG002,PRD008,PRJ003,68,295409.68,2025-11-05,Wire Transfer,Pending
SALE02255,BUY006,SUP003,ORG010,PRD005,PRJ002,43,37173.07,2024-06-24,Wire Transfer,Cancelled
SALE02256,BUY002,SUP010,ORG005,PRD003,PRJ005,71,261760.67,2020-02-09,UPI,Completed
SALE02257,BUY006,SUP002,ORG006,PRD004,PRJ004,60,182005.8,2024-11-24,UPI,Completed
SALE02258,BUY001,SUP005,ORG005,PRD008,PRJ001,25,108606.5,2020-01-20,PayPal,Cancelled
SALE02259,BUY001,SUP007,ORG003,PRD002,PRJ001,7,33309.5,2025-11-10,PayPal,Completed
SALE02260,BUY007,SUP001,ORG005,PRD002,PRJ005,91,433023.5,2024-10-26,UPI,Cancelled
SALE02261,BUY008,SUP005,ORG010,PRD007,PRJ009,68,26153.48,2021-01-23,Credit Card,Cancelled
SALE02262,BUY010,SUP010,ORG004,PRD009,PRJ010,41,124863.86,2024-06-23,PayPal,Pending
SALE02263,BUY009,SUP007,ORG006,PRD009,PRJ009,43,130954.78,2024-04-01,PayPal,Pending
SALE02264,BUY001,SUP001,ORG008,PRD008,PRJ005,7,30409.82,2025-01-05,Wire Transfer,Completed
SALE02265,BUY007,SUP008,ORG003,PRD007,PRJ001,54,20768.94,2021-07-09,Bank Transfer,Completed
SALE02266,BUY008,SUP002,ORG006,PRD006,PRJ003,43,37167.91,2020-11-16,Wire Transfer,Cancelled
SALE02267,BUY001,SUP008,ORG004,PRD001,PRJ005,40,77410.0,2024-02-09,Credit Card,Cancelled
SALE02268,BUY005,SUP006,ORG004,PRD002,PRJ007,89,423506.5,2022-02-13,Credit Card,Pending
SALE02269,BUY002,SUP006,ORG010,PRD003,PRJ001,96,353929.92,2022-07-12,UPI,Completed
SALE02270,BUY007,SUP005,ORG010,PRD007,PRJ009,44,16922.84,2024-12-11,Credit Card,Cancelled
SALE02271,BUY009,SUP004,ORG002,PRD009,PRJ007,76,231454.96,2023-02-01,UPI,Pending
SALE02272,BUY007,SUP009,ORG007,PRD004,PRJ002,43,130437.49,2021-05-03,Credit Card,Completed
SALE02273,BUY001,SUP004,ORG010,PRD005,PRJ003,28,24205.72,2025-03-20,PayPal,Completed
SALE02274,BUY007,SUP002,ORG004,PRD001,PRJ006,98,189654.5,2025-07-26,PayPal,Pending
SALE02275,BUY004,SUP001,ORG009,PRD006,PRJ009,61,52726.57,2021-08-24,Wire Transfer,Pending
SALE02276,BUY002,SUP006,ORG003,PRD010,PRJ005,88,314121.28,2021-09-03,PayPal,Completed
SALE02277,BUY004,SUP010,ORG008,PRD005,PRJ007,69,59649.81,2022-05-19,Bank Transfer,Completed
SALE02278,BUY004,SUP009,ORG003,PRD004,PRJ005,72,218406.96,2024-01-08,UPI,Pending
SALE02279,BUY010,SUP005,ORG007,PRD009,PRJ001,20,60909.2,2020-05-30,Wire Transfer,Cancelled
SALE02280,BUY008,SUP005,ORG010,PRD010,PRJ005,80,285564.8,2024-02-02,PayPal,Cancelled
SALE02281,BUY007,SUP002,ORG010,PRD009,PRJ003,22,67000.12,2023-06-07,Wire Transfer,Pending
SALE02282,BUY006,SUP005,ORG008,PRD007,PRJ009,79,30384.19,2025-05-13,Bank Transfer,Cancelled
SALE02283,BUY002,SUP008,ORG010,PRD003,PRJ006,30,110603.1,2020-01-31,Wire Transfer,Pending
SALE02284,BUY008,SUP002,ORG009,PRD001,PRJ007,11,21287.75,2020-12-08,UPI,Cancelled
SALE02285,BUY006,SUP010,ORG008,PRD009,PRJ004,24,73091.04,2020-06-08,Credit Card,Cancelled
SALE02286,BUY009,SUP006,ORG006,PRD001,PRJ003,18,34834.5,2025-02-06,Credit Card,Cancelled
SALE02287,BUY009,SUP002,ORG010,PRD005,PRJ006,72,62243.28,2020-06-23,UPI,Completed
SALE02288,BUY009,SUP001,ORG001,PRD002,PRJ004,1,4758.5,2024-03-04,Credit Card,Pending
SALE02289,BUY006,SUP006,ORG006,PRD004,PRJ009,91,276042.13,2025-06-09,Credit Card,Cancelled
SALE02290,BUY009,SUP009,ORG007,PRD007,PRJ009,60,23076.6,2020-06-29,Wire Transfer,Pending
SALE02291,BUY009,SUP009,ORG007,PRD009,PRJ005,64,194909.44,2021-08-31,Bank Transfer,Cancelled
SALE02292,BUY001,SUP005,ORG010,PRD004,PRJ010,5,15167.15,2022-07-04,Credit Card,Cancelled
SALE02293,BUY008,SUP002,ORG002,PRD002,PRJ010,39,185581.5,2022-02-28,UPI,Completed
SALE02294,BUY001,SUP002,ORG007,PRD003,PRJ003,88,324435.76,2024-10-22,Credit Card,Pending
SALE02295,BUY008,SUP009,ORG003,PRD007,PRJ006,69,26538.09,2021-07-12,Bank Transfer,Cancelled
SALE02296,BUY010,SUP005,ORG010,PRD010,PRJ007,22,78530.32,2021-01-07,PayPal,Completed
SALE02297,BUY004,SUP005,ORG004,PRD006,PRJ001,9,7779.33,2021-06-08,UPI,Pending
SALE02298,BUY010,SUP005,ORG008,PRD009,PRJ008,35,106591.1,2020-07-19,UPI,Pending
SALE02299,BUY010,SUP002,ORG003,PRD009,PRJ005,4,12181.84,2023-01-03,UPI,Pending
SALE02300,BUY003,SUP003,ORG005,PRD006,PRJ010,100,86437.0,2020-12-08,Bank Transfer,Completed
SALE02301,BUY010,SUP010,ORG008,PRD007,PRJ001,80,30768.8,2020-04-25,UPI,Pending
SALE02302,BUY009,SUP004,ORG004,PRD002,PRJ008,20,95170.0,2024-11-25,Credit Card,Cancelled
SALE02303,BUY010,SUP008,ORG003,PRD006,PRJ006,78,67420.86,2021-07-28,Wire Transfer,Completed
SALE02304,BUY005,SUP010,ORG008,PRD002,PRJ005,92,437782.0,2020-07-08,UPI,Pending
SALE02305,BUY006,SUP004,ORG005,PRD009,PRJ009,3,9136.38,2022-02-04,UPI,Pending
SALE02306,BUY003,SUP007,ORG008,PRD002,PRJ006,1,4758.5,2020-01-24,Wire Transfer,Cancelled
SALE02307,BUY003,SUP001,ORG006,PRD003,PRJ002,93,342869.61,2025-08-05,Bank Transfer,Completed
SALE02308,BUY010,SUP001,ORG008,PRD009,PRJ007,72,219273.12,2021-07-06,Bank Transfer,Pending
SALE02309,BUY004,SUP009,ORG010,PRD002,PRJ005,31,147513.5,2022-10-07,UPI,Cancelled
SALE02310,BUY003,SUP005,ORG009,PRD005,PRJ005,85,73481.65,2022-01-15,UPI,Cancelled
SALE02311,BUY008,SUP007,ORG002,PRD006,PRJ001,11,9508.07,2025-03-07,Wire Transfer,Pending
SALE02312,BUY004,SUP001,ORG008,PRD007,PRJ009,82,31538.02,2025-12-30,UPI,Cancelled
SALE02313,BUY007,SUP008,ORG002,PRD004,PRJ009,65,197172.95,2024-05-17,UPI,Cancelled
SALE02314,BUY009,SUP004,ORG007,PRD005,PRJ007,15,12967.35,2024-06-12,UPI,Pending
SALE02315,BUY008,SUP010,ORG004,PRD002,PRJ006,84,399714.0,2021-10-05,UPI,Pending
SALE02316,BUY009,SUP001,ORG001,PRD007,PRJ009,22,8461.42,2024-09-27,Bank Transfer,Completed
SALE02317,BUY007,SUP005,ORG002,PRD007,PRJ004,39,14999.79,2025-10-28,PayPal,Completed
SALE02318,BUY002,SUP010,ORG010,PRD008,PRJ010,22,95573.72,2022-07-05,Wire Transfer,Pending
SALE02319,BUY010,SUP004,ORG007,PRD005,PRJ009,8,6915.92,2022-06-29,Bank Transfer,Cancelled
SALE02320,BUY010,SUP005,ORG006,PRD010,PRJ009,35,124934.6,2023-06-07,Bank Transfer,Cancelled
SALE02321,BUY007,SUP005,ORG009,PRD008,PRJ010,55,238934.3,2020-06-05,Credit Card,Completed
SALE02322,BUY008,SUP008,ORG002,PRD002,PRJ003,32,152272.0,2022-02-12,UPI,Pending
SALE02323,BUY006,SUP008,ORG010,PRD007,PRJ004,29,11153.69,2025-03-26,Credit Card,Cancelled
SALE02324,BUY002,SUP006,ORG001,PRD003,PRJ009,68,250700.36,2024-07-06,Bank Transfer,Cancelled
SALE02325,BUY010,SUP004,ORG002,PRD008,PRJ003,14,60819.64,2024-05-11,Bank Transfer,Pending
SALE02326,BUY009,SUP001,ORG009,PRD006,PRJ010,76,65692.12,2024-09-21,Credit Card,Pending
SALE02327,BUY006,SUP003,ORG001,PRD003,PRJ007,68,250700.36,2020-04-19,UPI,Completed
SALE02328,BUY010,SUP007,ORG006,PRD007,PRJ006,44,16922.84,2024-01-26,PayPal,Completed
SALE02329,BUY007,SUP010,ORG008,PRD004,PRJ008,78,236607.54,2023-01-14,UPI,Completed
SALE02330,BUY005,SUP007,ORG002,PRD003,PRJ004,35,129036.95,2020-05-17,Bank Transfer,Pending
SALE02331,BUY008,SUP001,ORG002,PRD004,PRJ010,48,145604.64,2020-04-26,PayPal,Cancelled
SALE02332,BUY010,SUP005,ORG001,PRD001,PRJ001,93,179978.25,2025-07-07,PayPal,Completed
SALE02333,BUY009,SUP001,ORG008,PRD010,PRJ009,64,228451.84,2024-06-22,UPI,Cancelled
SALE02334,BUY010,SUP006,ORG007,PRD008,PRJ002,38,165081.88,2022-06-28,Credit Card,Completed
SALE02335,BUY009,SUP006,ORG002,PRD003,PRJ007,12,44241.24,2024-09-18,PayPal,Completed
SALE02336,BUY002,SUP007,ORG007,PRD002,PRJ010,78,371163.0,2022-05-14,Bank Transfer,Pending
SALE02337,BUY009,SUP009,ORG008,PRD005,PRJ003,9,7780.41,2023-02-17,PayPal,Cancelled
SALE02338,BUY006,SUP009,ORG001,PRD009,PRJ006,65,197954.9,2025-02-12,Bank Transfer,Cancelled
SALE02339,BUY003,SUP008,ORG001,PRD001,PRJ005,57,110309.25,2023-05-02,PayPal,Cancelled
SALE02340,BUY003,SUP008,ORG009,PRD008,PRJ010,76,330163.76,2020-06-04,UPI,Cancelled
SALE02341,BUY003,SUP010,ORG009,PRD001,PRJ001,67,129661.75,2021-09-29,Bank Transfer,Pending
SALE02342,BUY003,SUP008,ORG001,PRD009,PRJ001,26,79181.96,2022-07-04,Bank Transfer,Completed
SALE02343,BUY004,SUP002,ORG002,PRD005,PRJ008,13,11238.37,2023-03-20,PayPal,Pending
SALE02344,BUY001,SUP005,ORG003,PRD006,PRJ009,19,16423.03,2023-09-28,Wire Transfer,Cancelled
SALE02345,BUY007,SUP004,ORG009,PRD009,PRJ005,18,54818.28,2023-09-15,Wire Transfer,Cancelled
SALE02346,BUY003,SUP010,ORG002,PRD008,PRJ010,9,39098.34,2024-07-10,UPI,Completed
SALE02347,BUY009,SUP007,ORG001,PRD005,PRJ009,37,31986.13,2025-02-22,PayPal,Pending
SALE02348,BUY006,SUP007,ORG005,PRD010,PRJ006,26,92808.56,2021-10-03,Wire Transfer,Pending
SALE02349,BUY002,SUP010,ORG009,PRD007,PRJ008,20,7692.2,2024-02-27,Credit Card,Cancelled
SALE02350,BUY004,SUP002,ORG003,PRD001,PRJ007,5,9676.25,2025-07-07,UPI,Completed
SALE02351,BUY001,SUP003,ORG002,PRD003,PRJ003,81,298628.37,2025-05-31,Wire Transfer,Completed
SALE02352,BUY008,SUP010,ORG007,PRD001,PRJ008,57,110309.25,2023-09-10,PayPal,Cancelled
SALE02353,BUY010,SUP005,ORG004,PRD010,PRJ010,20,71391.2,2024-08-20,UPI,Cancelled
SALE02354,BUY004,SUP004,ORG001,PRD003,PRJ003,43,158531.11,2022-04-10,Wire Transfer,Cancelled
SALE02355,BUY005,SUP006,ORG001,PRD001,PRJ004,13,25158.25,2024-01-02,UPI,Cancelled
SALE02356,BUY010,SUP003,ORG003,PRD004,PRJ005,95,288175.85,2020-01-05,Credit Card,Pending
SALE02357,BUY010,SUP007,ORG006,PRD006,PRJ002,25,21609.25,2021-02-14,Credit Card,Completed
SALE02358,BUY007,SUP003,ORG007,PRD003,PRJ009,27,99542.79,2023-05-14,UPI,Pending
SALE02359,BUY007,SUP002,ORG007,PRD009,PRJ008,22,67000.12,2024-03-05,Credit Card,Pending
SALE02360,BUY001,SUP010,ORG005,PRD007,PRJ010,46,17692.06,2020-09-21,PayPal,Pending
SALE02361,BUY007,SUP001,ORG008,PRD007,PRJ009,14,5384.54,2023-03-21,UPI,Cancelled
SALE02362,BUY003,SUP002,ORG003,PRD003,PRJ002,50,184338.5,2020-07-27,Bank Transfer,Pending
SALE02363,BUY001,SUP007,ORG010,PRD001,PRJ010,19,36769.75,2022-07-24,Wire Transfer,Completed
SALE02364,BUY008,SUP004,ORG004,PRD009,PRJ002,44,134000.24,2020-05-04,Bank Transfer,Pending
SALE02365,BUY006,SUP010,ORG010,PRD002,PRJ001,30,142755.0,2021-12-27,Credit Card,Completed
SALE02366,BUY007,SUP002,ORG007,PRD007,PRJ007,82,31538.02,2025-07-01,Wire Transfer,Pending
SALE02367,BUY006,SUP009,ORG002,PRD007,PRJ009,3,1153.83,2025-05-03,Bank Transfer,Pending
SALE02368,BUY007,SUP004,ORG009,PRD008,PRJ006,6,26065.56,2024-02-20,Bank Transfer,Completed
SALE02369,BUY007,SUP004,ORG002,PRD003,PRJ008,40,147470.8,2021-04-18,UPI,Pending
SALE02370,BUY009,SUP006,ORG005,PRD006,PRJ009,68,58777.16,2023-03-26,Wire Transfer,Completed
SALE02371,BUY005,SUP006,ORG005,PRD002,PRJ001,44,209374.0,2023-01-17,PayPal,Pending
SALE02372,BUY008,SUP003,ORG006,PRD009,PRJ003,13,39590.98,2025-01-11,PayPal,Completed
SALE02373,BUY006,SUP007,ORG004,PRD009,PRJ006,89,271045.94,2024-08-06,Bank Transfer,Pending
SALE02374,BUY006,SUP005,ORG010,PRD002,PRJ002,35,166547.5,2021-08-21,Wire Transfer,Completed
SALE02375,BUY010,SUP010,ORG008,PRD010,PRJ001,95,339108.2,2024-11-23,Bank Transfer,Cancelled
SALE02376,BUY001,SUP001,ORG005,PRD002,PRJ009,97,461574.5,2020-05-19,Credit Card,Cancelled
SALE02377,BUY004,SUP008,ORG010,PRD008,PRJ004,70,304098.2,2025-04-04,PayPal,Pending
SALE02378,BUY003,SUP001,ORG010,PRD006,PRJ006,54,46675.98,2022-11-05,PayPal,Completed
SALE02379,BUY003,SUP004,ORG009,PRD003,PRJ006,88,324435.76,2025-06-26,Wire Transfer,Cancelled
SALE02380,BUY008,SUP007,ORG008,PRD006,PRJ010,49,42354.13,2025-09-21,UPI,Pending
SALE02381,BUY007,SUP006,ORG007,PRD005,PRJ006,96,82991.04,2022-01-21,Bank Transfer,Pending
SALE02382,BUY010,SUP010,ORG008,PRD005,PRJ005,58,50140.42,2025-06-15,Bank Transfer,Pending
SALE02383,BUY003,SUP002,ORG009,PRD007,PRJ002,69,26538.09,2023-09-09,Wire Transfer,Cancelled
SALE02384,BUY003,SUP006,ORG004,PRD007,PRJ007,96,36922.56,2024-07-25,PayPal,Cancelled
SALE02385,BUY007,SUP008,ORG010,PRD002,PRJ004,69,328336.5,2023-05-09,PayPal,Cancelled
SALE02386,BUY006,SUP003,ORG009,PRD005,PRJ003,79,68294.71,2025-04-10,Credit Card,Cancelled
SALE02387,BUY005,SUP007,ORG002,PRD007,PRJ001,43,16538.23,2024-05-02,Credit Card,Completed
SALE02388,BUY003,SUP003,ORG010,PRD006,PRJ010,2,1728.74,2025-03-16,Bank Transfer,Cancelled
SALE02389,BUY007,SUP002,ORG009,PRD010,PRJ006,96,342677.76,2022-01-07,UPI,Pending
SALE02390,BUY009,SUP003,ORG005,PRD003,PRJ003,54,199085.58,2022-04-27,Credit Card,Completed
SALE02391,BUY003,SUP003,ORG009,PRD001,PRJ009,48,92892.0,2020-11-22,Credit Card,Pending
SALE02392,BUY010,SUP002,ORG003,PRD004,PRJ009,70,212340.1,2022-11-05,UPI,Pending
SALE02393,BUY001,SUP002,ORG008,PRD005,PRJ005,57,49275.93,2025-05-29,UPI,Cancelled
SALE02394,BUY001,SUP007,ORG009,PRD007,PRJ001,92,35384.12,2024-12-22,PayPal,Completed
SALE02395,BUY001,SUP009,ORG003,PRD007,PRJ001,53,20384.33,2023-04-21,Wire Transfer,Completed
SALE02396,BUY006,SUP004,ORG008,PRD001,PRJ010,95,183848.75,2024-01-06,PayPal,Completed
SALE02397,BUY009,SUP007,ORG005,PRD009,PRJ004,29,88318.34,2024-06-19,PayPal,Cancelled
SALE02398,BUY006,SUP005,ORG007,PRD004,PRJ010,33,100103.19,2023-10-08,UPI,Completed
SALE02399,BUY007,SUP004,ORG009,PRD008,PRJ001,72,312786.72,2025-02-16,Wire Transfer,Pending
SALE02400,BUY010,SUP001,ORG005,PRD003,PRJ010,26,95856.02,2020-08-24,PayPal,Completed
SALE02401,BUY001,SUP006,ORG001,PRD010,PRJ001,97,346247.32,2023-05-31,Wire Transfer,Pending
SALE02402,BUY008,SUP007,ORG007,PRD009,PRJ010,9,27409.14,2025-05-12,PayPal,Cancelled
SALE02403,BUY007,SUP002,ORG003,PRD008,PRJ004,84,364917.84,2023-11-16,Bank Transfer,Pending
SALE02404,BUY009,SUP004,ORG001,PRD003,PRJ002,6,22120.62,2020-07-18,UPI,Pending
SALE02405,BUY008,SUP006,ORG005,PRD007,PRJ007,40,15384.4,2024-10-18,Bank Transfer,Cancelled
SALE02406,BUY010,SUP007,ORG001,PRD010,PRJ001,11,39265.16,2024-09-09,UPI,Cancelled
SALE02407,BUY008,SUP002,ORG003,PRD001,PRJ005,12,23223.0,2023-06-08,Bank Transfer,Pending
SALE02408,BUY010,SUP005,ORG010,PRD010,PRJ003,57,203464.92,2023-02-24,UPI,Cancelled
SALE02409,BUY008,SUP005,ORG010,PRD002,PRJ005,66,314061.0,2025-04-29,PayPal,Cancelled
SALE02410,BUY009,SUP001,ORG006,PRD007,PRJ003,67,25768.87,2024-11-12,Wire Transfer,Pending
SALE02411,BUY010,SUP006,ORG007,PRD009,PRJ004,43,130954.78,2024-11-10,UPI,Completed
SALE02412,BUY002,SUP002,ORG009,PRD004,PRJ009,83,251774.69,2020-04-10,Credit Card,Pending
SALE02413,BUY005,SUP003,ORG001,PRD002,PRJ010,38,180823.0,2024-10-05,Bank Transfer,Completed
SALE02414,BUY003,SUP005,ORG006,PRD004,PRJ009,62,188072.66,2025-06-30,UPI,Completed
SALE02415,BUY005,SUP004,ORG010,PRD005,PRJ003,46,39766.54,2025-04-05,Credit Card,Pending
SALE02416,BUY007,SUP010,ORG007,PRD010,PRJ004,27,96378.12,2020-06-26,UPI,Completed
SALE02417,BUY008,SUP010,ORG008,PRD002,PRJ002,78,371163.0,2021-02-20,UPI,Completed
SALE02418,BUY006,SUP003,ORG001,PRD008,PRJ008,31,134672.06,2020-09-09,PayPal,Pending
SALE02419,BUY004,SUP008,ORG002,PRD005,PRJ006,22,19018.78,2022-08-01,UPI,Cancelled
SALE02420,BUY008,SUP010,ORG006,PRD006,PRJ010,17,14694.29,2021-11-20,Wire Transfer,Completed
SALE02421,BUY002,SUP004,ORG003,PRD008,PRJ003,21,91229.46,2021-06-25,Wire Transfer,Pending
SALE02422,BUY006,SUP001,ORG008,PRD005,PRJ006,88,76075.12,2021-04-24,Wire Transfer,Cancelled
SALE02423,BUY005,SUP004,ORG005,PRD008,PRJ006,77,334508.02,2025-02-01,PayPal,Cancelled
SALE02424,BUY007,SUP007,ORG003,PRD008,PRJ006,37,160737.62,2024-12-08,Wire Transfer,Pending
SALE02425,BUY003,SUP006,ORG003,PRD005,PRJ005,55,47546.95,2025-06-01,Bank Transfer,Pending
SALE02426,BUY005,SUP008,ORG005,PRD006,PRJ010,28,24202.36,2022-11-23,Credit Card,Completed
SALE02427,BUY005,SUP003,ORG004,PRD004,PRJ004,9,27300.87,2023-02-07,UPI,Cancelled
SALE02428,BUY009,SUP008,ORG001,PRD004,PRJ008,43,130437.49,2025-07-17,UPI,Completed
SALE02429,BUY004,SUP010,ORG007,PRD009,PRJ007,69,210136.74,2020-09-09,PayPal,Cancelled
SALE02430,BUY010,SUP003,ORG007,PRD002,PRJ002,99,471091.5,2022-05-18,UPI,Pending
SALE02431,BUY003,SUP006,ORG003,PRD001,PRJ005,19,36769.75,2023-09-21,Bank Transfer,Cancelled
SALE02432,BUY006,SUP001,ORG007,PRD005,PRJ003,46,39766.54,2022-04-04,PayPal,Cancelled
SALE02433,BUY010,SUP010,ORG001,PRD002,PRJ003,74,352129.0,2024-12-08,Bank Transfer,Cancelled
SALE02434,BUY008,SUP006,ORG006,PRD001,PRJ009,33,63863.25,2022-02-15,PayPal,Pending
SALE02435,BUY001,SUP010,ORG010,PRD010,PRJ005,20,71391.2,2020-05-07,UPI,Pending
SALE02436,BUY009,SUP003,ORG005,PRD006,PRJ009,74,63963.38,2022-09-17,Wire Transfer,Completed
SALE02437,BUY010,SUP010,ORG008,PRD009,PRJ008,44,134000.24,2024-08-28,PayPal,Cancelled
SALE02438,BUY006,SUP007,ORG003,PRD003,PRJ002,9,33180.93,2024-07-27,Wire Transfer,Pending
SALE02439,BUY006,SUP002,ORG009,PRD001,PRJ006,84,162561.0,2021-01-21,UPI,Pending
SALE02440,BUY002,SUP001,ORG008,PRD002,PRJ002,43,204615.5,2023-11-23,Wire Transfer,Pending
SALE02441,BUY004,SUP004,ORG001,PRD006,PRJ003,21,18151.77,2022-07-26,PayPal,Completed
SALE02442,BUY006,SUP001,ORG008,PRD004,PRJ002,91,276042.13,2024-02-16,Credit Card,Completed
SALE02443,BUY005,SUP004,ORG005,PRD007,PRJ001,6,2307.66,2023-05-04,Bank Transfer,Cancelled
SALE02444,BUY005,SUP010,ORG003,PRD010,PRJ003,19,67821.64,2020-03-09,Credit Card,Pending
SALE02445,BUY003,SUP005,ORG010,PRD004,PRJ003,43,130437.49,2020-10-11,PayPal,Pending
